status,gene-symbol,gene-name,ensembl-id,chromosome,genetic-category,gene-score,syndromic,eagle,number-of-reports,UMLS_ID
9,NCOA1,nuclear receptor coactivator 1,,2,Rare Single Gene Mutation,1.0,0,3.0,4,C1334866
9,NCOR1,nuclear receptor corepressor 1,,17,"Rare Single Gene Mutation, Functional",2.0,0,,13,C1334870
9,NEDD4,NEDD4E3 ubiquitin protein ligase,,15,"Rare Single Gene Mutation, Functional",3.0,0,,4,C1417659
9,NEGR1,neuronal growth regulator 1,,1,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,6,C1424887
9,NEO1,Neogenin 1,,15,Rare Single Gene Mutation,2.0,0,,4,C1334874
9,NEXMIF,neurite extension and migration factor,,X,"Rare Single Gene Mutation, Syndromic, Functional",1.0,0,,41,C1845260
9,NF1,"neurofibromin 1 (neurofibromatosis, von Recklinghausen disease, Watson disease)",,17,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,1,9.3,47,C0085113
9,NFE2L3,"nuclear factor, erythroid 2 like 3",,7,Rare Single Gene Mutation,2.0,0,,6,C1417702
9,NFIA,nuclear factor I/A,,1,"Rare Single Gene Mutation, Syndromic",2.0,0,,19,C1417703
9,NFIB,nuclear factor I B,,9,"Rare Single Gene Mutation, Syndromic",2.0,1,,8,C1417704
9,NFIX,nuclear factor I/X (CCAAT-binding transcription factor),,19,"Rare Single Gene Mutation, Syndromic",,1,,23,C1417707
9,NINL,Ninein-like,,20,Rare Single Gene Mutation,2.0,0,,10,C1865069
9,NIPA1,non imprinted in Prader-Willi/Angelman syndrome 1,,15,Rare Single Gene Mutation,2.0,0,,6,C1424705
9,NIPA2,non imprinted in Prader-Willi/Angelman syndrome 2,,15,Rare Single Gene Mutation,2.0,0,,3,C1538062
9,NIPBL,Nipped-B homolog (Drosophila),,5,"Rare Single Gene Mutation, Syndromic",1.0,1,15.3,21,C1538063
9,NLGN1,neuroligin 1,,3,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,23,C1422548
9,NLGN2,Neuroligin 2,,17,"Rare Single Gene Mutation, Functional",1.0,0,3.0,17,C1422547
9,NLGN3,neuroligin 3,,X,"Rare Single Gene Mutation, Genetic Association, Functional",1.0,0,6.5,59,C1422546
9,NLGN4X,"neuroligin 4, X-linked",,X,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,0,12.0,45,C1538067
9,NLGN4Y,"neuroligin 4, Y-linked",,Y,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,6,C1423557
9,NOTCH1,notch receptor 1,,9,"Rare Single Gene Mutation, Functional",2.0,0,,11,C1334889
9,NOVA2,NOVA alternative splicing regulator 2,,19,"Rare Single Gene Mutation, Syndromic",,1,,3,C1334891
9,NPFFR2,neuropeptide FF receptor 2,,4,Rare Single Gene Mutation,3.0,0,,7,C1843897
9,NPTN,neuroplastin,,15,Rare Single Gene Mutation,3.0,0,,3,C1826467
9,NR1D1,nuclear receptor subfamily 1 group D member 1,,17,Rare Single Gene Mutation,2.0,0,,4,C1417821
9,MNT,MAX network transcriptional repressor,,17,Genetic Association,2.0,0,,1,C1417222
9,NDUFA5,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5, 13kDa",,7,Genetic Association,2.0,0,,3,C1417625
9,NKX2-2,NK2 homeobox 2,,20,"Genetic Association, Functional",3.0,0,,2,C1417735
9,NMT1,N-myristoyltransferase 1,,17,Rare Single Gene Mutation,3.0,0,,4,C1417746
9,NPAS2,neuronal PAS domain protein 2,,2,Genetic Association,2.0,0,,4,C1417774
9,NPAS3,neuronal PAS domain protein 3,,14,"Rare Single Gene Mutation, Functional",3.0,0,,8,C1426157
9,NR2F1,nuclear receptor subfamily 2 group F member 1,,5,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",2.0,1,,31,C1417833
9,NR3C2,"Nuclear receptor subfamily 3, group C, member 2",,4,"Rare Single Gene Mutation, Syndromic",1.0,1,,12,C1417835
9,NR4A2,nuclear receptor subfamily 4 group A member 2,,2,"Rare Single Gene Mutation, Syndromic, Functional",1.0,0,11.5,17,C1417836
9,MSNP1AS,"Moesinpseudogene 1, antisense",,5,"Genetic Association, Functional",2.0,0,,13,
9,NRCAM,neuronal cell adhesion molecule,,7,"Rare Single Gene Mutation, Genetic Association",2.0,0,,6,C1334901
9,NRP2,neuropilin 2,,2,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,11,C1417850
9,NRXN1,neurexin 1,,2,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,0,143.75,125,C1417851
9,NRXN2,neurexin 2,,11,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,0,7.0,19,C1417852
9,NRXN3,neurexin 3,,14,"Rare Single Gene Mutation, Genetic Association, Functional",1.0,0,11.1,31,C1417853
9,NSD1,nuclear receptor binding SET domain protein 1,,5,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,22.9,41,C1422496
9,NSD2,nuclear receptor binding SET domain protein 2,,4,"Rare Single Gene Mutation, Syndromic, Functional",2.0,1,,15,C1421505
9,NSMCE3,"NSE3 homolog, SMC5-SMC6 complex component",,15,"Rare Single Gene Mutation, Functional",2.0,0,,6,C1417615
9,NTNG1,netrin G1,,1,"Rare Single Gene Mutation, Syndromic, Genetic Association",2.0,1,,8,C1428031
9,NTNG2,netrin G2,,9,"Rare Single Gene Mutation, Syndromic",,1,,6,C1422545
9,NTRK1,"neurotrophic tyrosine kinase, receptor, type 1",,1,"Rare Single Gene Mutation, Syndromic",2.0,0,,9,C0919487
9,NTRK2,neurotrophic receptor tyrosine kinase 2,,9,"Rare Single Gene Mutation, Syndromic",,1,,11,C1334909
9,NTRK3,"neurotrophic tyrosine kinase, receptor, type 3",,15,"Rare Single Gene Mutation, Syndromic, Genetic Association",2.0,0,,15,C1334910
9,NUAK1,"NUAK family, SNF1-like kinase, 1",,12,"Rare Single Gene Mutation, Functional",2.0,0,,6,C1826483
9,NUDCD2,NudC domain containing 2,,5,Rare Single Gene Mutation,2.0,0,,4,C1538497
9,NUP133,nucleoporin 133kDa,,1,Rare Single Gene Mutation,2.0,0,,6,C1425242
9,NUP155,nucleoporin 155,,5,Rare Single Gene Mutation,1.0,0,0.1,4,C1417893
9,NXF1,nuclear RNA export factor 1,,11,Rare Single Gene Mutation,3.0,0,,2,C1417898
9,NXPH1,neurexophilin 1,,7,Rare Single Gene Mutation,2.0,0,,6,C1427081
9,OCRL,oculocerebrorenal syndrome of Lowe,,X,"Rare Single Gene Mutation, Syndromic",,1,,11,C1417931
9,OFD1,"OFD1, centriole and centriolar satellite protein",,X,"Rare Single Gene Mutation, Syndromic",2.0,0,6.0,7,C1413833
9,OPHN1,oligophrenin 1,,X,"Rare Single Gene Mutation, Syndromic",2.0,0,,22,C1417960
9,OR1C1,"olfactory receptor, family 1, subfamily C, member 1",,1,Rare Single Gene Mutation,2.0,0,,4,C1417987
9,OR2T10,olfactory receptor family 2 subfamily T member 10,,1,Rare Single Gene Mutation,2.0,0,,4,C1426255
9,OR52M1,"Olfactory receptor, family 52, subfamily M, member 1",,11,Rare Single Gene Mutation,2.0,0,,3,C1423316
9,OTUD7A,OTU deubiquitinase 7A,,15,"Rare Single Gene Mutation, Functional",2.0,0,,9,C1826524
9,OTX1,orthodenticle homeobox 1,,2,"Rare Single Gene Mutation, Genetic Association",2.0,0,,4,C1418201
9,OXT,oxytocin/neurophysin I prepropeptide,,20,"Rare Single Gene Mutation, Genetic Association",2.0,0,,5,C1418208
9,OXTR,oxytocin receptor,,3,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,52,C1418209
9,P2RX5,"Purinergic receptor P2X, ligand gated ion channel, 5",,17,Rare Single Gene Mutation,2.0,0,,6,C1418214
9,P4HA2,"Prolyl 4-hydroxylase, alpha polypeptide II",,5,Rare Single Gene Mutation,2.0,0,,5,C1418223
9,PABPC1,poly(A) binding protein cytoplasmic 1,,8,"Rare Single Gene Mutation, Syndromic",3.0,1,,6,C1442738
9,PACS1,phosphofurin acidic cluster sorting protein 1,,11,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,1.35,21,C1538563
9,PACS2,phosphofurin acidic cluster sorting protein 2,,14,"Rare Single Gene Mutation, Syndromic, Functional",,1,,14,C1538564
9,PAFAH1B2,platelet activating factor acetylhydrolase 1b catalytic subunit 2,,11,Rare Single Gene Mutation,2.0,0,,4,C1418246
9,PAH,Phenylalanine hydroxylase,,12,"Rare Single Gene Mutation, Syndromic",1.0,0,,12,C1418251
9,PAK1,p21 (RAC1) activated kinase 1,,11,"Rare Single Gene Mutation, Syndromic",,1,,8,C1418259
9,PAK2,p21 (RAC1) activated kinase 2,,3,"Rare Single Gene Mutation, Syndromic",2.0,0,,6,C1418260
9,PAPOLG,poly(A) polymerase gamma,,2,Rare Single Gene Mutation,2.0,0,,7,C1423109
9,PARD3B,Par-3 partitioning defective 3 homolog B (C. elegans),,2,"Rare Single Gene Mutation, Genetic Association",2.0,0,,10,C1826542
9,OR2M4,"Olfactory receptor, family 2, subfamily M, member 4",,1,Genetic Association,2.0,0,,1,C1418045
9,PATJ,"PATJ, crumbs cell polarity complex component",,1,"Rare Single Gene Mutation, Genetic Association",2.0,0,,7,C1537407
9,PAX5,Paired box 5,,9,Rare Single Gene Mutation,1.0,0,5.75,10,C1335193
9,PAX6,Paired box 6,,11,"Rare Single Gene Mutation, Syndromic, Functional",,1,,9,C1418276
9,PBX1,PBX homeobox 1,,1,Rare Single Gene Mutation,2.0,0,,9,C1418285
9,PC,pyruvate carboxylase,,11,Rare Single Gene Mutation,3.0,0,,8,C1418288
9,PCCA,propionyl-CoA carboxylase alpha subunit,,13,"Rare Single Gene Mutation, Syndromic",,1,,13,C1418303
9,PCCB,propionyl-CoA carboxylase beta subunit,,3,"Rare Single Gene Mutation, Syndromic",1.0,1,,12,C1418304
9,PCDH10,protocadherin 10,,4,"Rare Single Gene Mutation, Functional",2.0,0,,12,C1421975
9,PCDH11X,protocadherin 11 X-linked,,X,"Rare Single Gene Mutation, Genetic Association",2.0,0,1.1,5,C1418306
9,PCDH15,protocadherin related 15,,10,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",2.0,0,,14,C1422830
9,PCDH19,protocadherin 19,,X,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,1,,70,C1422530
9,PCDH9,protocadherin 9,,13,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,13,C1418310
9,PCDHA1,Protocadherin alpha 1,,5,"Rare Single Gene Mutation, Syndromic, Genetic Association",2.0,0,,5,C1418312
9,PCDHA10,Protocadherin alpha 10,,5,"Rare Single Gene Mutation, Genetic Association",2.0,0,,6,C1418313
9,PCDHA11,Protocadherin alpha 11,,5,"Rare Single Gene Mutation, Genetic Association",2.0,0,,6,C1418314
9,PCDHA12,Protocadherin alpha 12,,5,"Rare Single Gene Mutation, Genetic Association",2.0,0,,5,C1418315
9,PCDHA13,Protocadherin alpha 13,,5,"Rare Single Gene Mutation, Genetic Association",2.0,0,,5,C1418316
9,PCDHA2,Protocadherin alpha 2,,5,"Rare Single Gene Mutation, Genetic Association",2.0,0,,6,C1418317
9,PCDHA3,Protocadherin alpha 3,,5,"Rare Single Gene Mutation, Genetic Association",2.0,0,,5,C1418318
9,PCDHA4,Protocadherin alpha 4,,5,"Rare Single Gene Mutation, Genetic Association",2.0,0,,6,C1418319
9,PCDHA5,Protocadherin alpha 5,,5,"Rare Single Gene Mutation, Genetic Association",2.0,0,,8,C1418320
9,PCDHA6,Protocadherin alpha 6,,5,"Rare Single Gene Mutation, Genetic Association",2.0,0,,4,C1418321
9,PCDHA7,Protocadherin alpha 7,,5,"Rare Single Gene Mutation, Genetic Association",2.0,0,,7,C1418322
9,PCDHA8,Protocadherin alpha 8,,5,"Rare Single Gene Mutation, Genetic Association",2.0,0,,5,C1418323
9,PCDHA9,Protocadherin alpha 9,,5,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,5,C1418324
9,PCDHAC1,"Protocadherin alpha subfamily C, 1",,5,"Rare Single Gene Mutation, Genetic Association",2.0,0,,5,C1418325
9,PCDHAC2,"Protocadherin alpha subfamily C, 2",,5,"Rare Single Gene Mutation, Genetic Association",2.0,0,,4,C1418326
9,PCLO,piccolo presynaptic cytomatrix protein,,7,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",2.0,0,,12,C1421976
9,PCM1,pericentriolar material 1,,8,Rare Single Gene Mutation,2.0,0,,6,C1418374
9,PDCD1,programmed cell death 1,,2,Rare Single Gene Mutation,2.0,0,,4,C1418401
9,PDE1C,phosphodiesterase 1C,,7,"Rare Single Gene Mutation, Genetic Association",2.0,0,,3,C1418416
9,PDE3B,phosphodiesterase 3B,,11,Rare Single Gene Mutation,3.0,0,,8,C1418419
9,PDHA1,pyruvate dehydrogenase E1 subunit alpha 1,,X,"Rare Single Gene Mutation, Genetic Association",3.0,0,,8,C1418437
9,PDK2,pyruvate dehydrogenase kinase 2,,17,Rare Single Gene Mutation,2.0,0,,6,C1418441
9,PDZD8,PDZ domain containing 8,,10,"Rare Single Gene Mutation, Syndromic, Functional",,1,,6,C1428638
9,PEBP4,phosphatidylethanolamine binding protein 4,,8,Rare Single Gene Mutation,3.0,0,,2,C2675903
9,PER1,period homolog 1 (Drosophila),,17,"Rare Single Gene Mutation, Genetic Association",2.0,0,,10,C1418464
9,PER2,period circadian clock 2,,2,Rare Single Gene Mutation,2.0,0,6.75,8,C1418465
9,PEX7,peroxisomal biogenesis factor 7,,6,"Rare Single Gene Mutation, Genetic Association",2.0,0,,5,C1418479
9,PHB1,prohibitin 1,,17,Genetic Association,2.0,0,,1,C1335208
9,PHF12,PHD finger protein 12,,17,Rare Single Gene Mutation,1.0,0,9.5,5,C1427146
9,PHF14,PHD finger protein 14,,7,"Rare Single Gene Mutation, Syndromic",3.0,0,,7,C1427761
9,PHF2,PHD finger protein 2,,9,Rare Single Gene Mutation,1.0,0,4.25,8,C1418528
9,PHF21A,PHD finger protein 21A,,11,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,5.35,23,C1538635
9,PHF3,PHD finger protein 3,,6,Rare Single Gene Mutation,1.0,0,9.75,5,C1418529
9,PHF7,PHD finger protein 7,,3,Rare Single Gene Mutation,2.0,0,,4,C1425528
9,PHF8,PHD finger protein 8,,X,"Rare Single Gene Mutation, Syndromic",,1,,18,C1538632
9,PHIP,pleckstrin homology domain interacting protein,,6,"Rare Single Gene Mutation, Syndromic",1.0,1,,30,C1423647
9,PHLPP1,PH domain and leucine rich repeat protein phosphatase 1,,18,Rare Single Gene Mutation,3.0,0,,7,C1538638
9,PHRF1,PHD and ring finger domains 1,,11,Rare Single Gene Mutation,2.0,0,,5,C2673188
9,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",,3,"Rare Single Gene Mutation, Syndromic",3.0,0,,11,C4760708
9,PIK3CG,"phosphoinositide-3-kinase, catalytic, gamma polypeptide",,7,"Rare Single Gene Mutation, Genetic Association",2.0,0,,5,C1335214
9,PIK3R2,phosphoinositide-3-kinase regulatory subunit 2,,19,"Rare Single Gene Mutation, Syndromic",,1,,11,C1418577
9,PITX1,paired-like homeodomain 1,,5,"Rare Single Gene Mutation, Genetic Association",2.0,0,,7,C1418595
9,PJA1,praja ring finger ubiquitin ligase 1,,X,Syndromic,3.0,1,,1,C1424463
9,PKD1,"polycystin 1, transient receptor potential channel interacting",,16,Rare Single Gene Mutation,3.0,0,,10,C1418599
9,PLAA,phospholipase A2 activating proteinÂ ,,9,"Rare Single Gene Mutation, Syndromic, Functional",3.0,0,,8,C1418627
9,PLAUR,"Plasminogen activator, urokinase receptor",,19,"Rare Single Gene Mutation, Genetic Association",2.0,0,,3,C1367689
9,PLCB1,"phospholipase C, beta 1 (phosphoinositide-specific)",,20,Rare Single Gene Mutation,2.0,0,,9,C1423830
9,PLCD4,phospholipase C delta 4,,2,Rare Single Gene Mutation,2.0,0,,5,C1418637
9,PLEKHA8,pleckstrin homology domain containing A8,,7,Rare Single Gene Mutation,3.0,0,,2,C1538671
9,PLN,phospholamban,,6,Rare Single Gene Mutation,2.0,0,,4,C1418650
9,PLPPR4,phospholipid phosphatase related 4,,1,"Rare Single Gene Mutation, Functional",3.0,0,,7,C1843041
9,PLXNA3,plexin A3,,X,"Rare Single Gene Mutation, Syndromic",2.0,0,,11,C1418662
9,PLXNA4,Plexin A4,,7,"Rare Single Gene Mutation, Functional",2.0,0,,7,C1826602
9,PLXNB1,plexin B1,,3,Rare Single Gene Mutation,2.0,0,,5,C1418664
9,PNPLA7,patatin like phospholipase domain containing 7,,9,Rare Single Gene Mutation,2.0,0,,7,C1826638
9,POGZ,Pogo transposable element with ZNF domain,,1,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,1,35.4,71,C1425785
9,POLA2,"DNA polymerase alpha 2, accessory subunit",,11,Rare Single Gene Mutation,2.0,0,,7,C1538693
9,POLR2A,RNA polymerase II subunit A,,17,"Rare Single Gene Mutation, Syndromic",3.0,1,,13,C1335231
9,POLR3A,RNA polymerase III subunit A,,10,"Rare Single Gene Mutation, Syndromic",3.0,1,,14,C1538695
9,POMGNT1,"protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)",,1,"Rare Single Gene Mutation, Syndromic",1.0,1,1.0,10,C1826644
9,POMT1,protein O-mannosyltransferase 1,,9,Rare Single Gene Mutation,2.0,0,,4,C1418752
9,PON1,paraoxonase 1,,7,Genetic Association,2.0,0,,5,C1418754
9,POT1,Protection of telomeres 1 homolog (S. pombe),,7,Rare Single Gene Mutation,2.0,0,,3,C1538704
9,POU3F3,POU class 3 homeobox 3,,2,"Rare Single Gene Mutation, Syndromic",,1,,5,C1418763
9,PPFIA1,PTPRF interacting protein alpha 1,,11,Rare Single Gene Mutation,2.0,0,,6,C1418785
9,PPFIA3,PTPRF interacting protein alpha 3,,19,"Rare Single Gene Mutation, Syndromic, Functional",3.0,1,,8,C1418787
9,PPM1D,"protein phosphatase, Mg2+/Mn2+ dependent 1D",,17,"Rare Single Gene Mutation, Syndromic",2.0,1,,12,C1418816
9,PPP1R1B,"Protein phosphatase 1, regulatory (inhibitor) subunit 1B",,17,"Rare Single Gene Mutation, Genetic Association",2.0,0,,2,C1418825
9,PPP1R9B,protein phosphatase 1 regulatory subunit 9B,,17,Rare Single Gene Mutation,1.0,0,1.5,5,C1418835
9,PPP2CA,protein phosphatase 2 catalytic subunit alpha,,5,"Rare Single Gene Mutation, Syndromic",,1,,5,C1335241
9,PPP2R1B,"protein phosphatase 2 regulatory subunit A, beta",,11,Rare Single Gene Mutation,2.0,0,,9,C1335243
9,PPP2R5C,protein phosphatase 2 regulatory subunit B'gamma,,14,"Rare Single Gene Mutation, Syndromic, Genetic Association",3.0,1,,5,C1418844
9,PPP2R5D,"Protein phosphatase 2, regulatory subunit B', delta",,6,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,8.5,42,C1335248
9,PPP3CA,protein phosphatase 3 catalytic subunit alpha,,4,"Rare Single Gene Mutation, Syndromic",3.0,1,,14,C1418845
9,PPP5C,protein phosphatase 5 catalytic subunit,,19,Rare Single Gene Mutation,1.0,0,1.0,3,C1418852
9,PREX1,"Phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1",,20,"Rare Single Gene Mutation, Genetic Association",2.0,0,,6,C1847163
9,PRICKLE1,Prickle homolog 1 (Drosophila),,12,"Rare Single Gene Mutation, Syndromic, Functional",2.0,0,,7,C1424690
9,PRICKLE2,prickle planar cell polarity protein 2,,3,"Rare Single Gene Mutation, Functional",2.0,0,,8,C1426874
9,PRKAR1B,protein kinase cAMP-dependent type I regulatory subunit beta,,7,"Rare Single Gene Mutation, Syndromic",2.0,0,,8,C1418909
9,PRKCA,protein kinase C alpha,,17,"Rare Single Gene Mutation, Functional",2.0,0,,7,C1335261
9,PRKCB,protein kinase C beta,,16,"Rare Single Gene Mutation, Genetic Association",2.0,0,,8,C1418913
9,PRKD1,Protein kinase D1,,14,"Rare Single Gene Mutation, Syndromic",,1,,7,C1538716
9,PRKD2,protein kinase D2,,19,Rare Single Gene Mutation,2.0,0,,4,C1538717
9,PRKDC,"protein kinase, DNA-activated, catalytic polypeptide",,8,"Rare Single Gene Mutation, Syndromic, Functional",2.0,0,,9,C1335262
9,PRKN,parkin RBR E3 ubiquitin protein ligase,,6,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,20,C1418270
9,PRODH,Proline dehydrogenase (oxidase) 1,,22,"Rare Single Gene Mutation, Syndromic, Genetic Association",2.0,1,,9,C1418945
9,PRPF19,pre-mRNA processing factor 19,,11,Rare Single Gene Mutation,3.0,0,,3,C1538720
9,PRPF39,pre-mRNA processing factor 39,,14,Rare Single Gene Mutation,2.0,0,,3,C1426852
9,PRPF8,pre-mRNA processing factor 8,,17,"Rare Single Gene Mutation, Syndromic",3.0,1,,12,C1424915
9,PRR12,proline rich 12,,19,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,,11,C1826716
9,PRR14L,proline rich 14 like,,22,Rare Single Gene Mutation,1.0,0,,6,C1824511
9,PRR25,proline rich 25,,16,Rare Single Gene Mutation,3.0,0,,2,C2828565
9,PRUNE2,prune homolog 2,,9,"Rare Single Gene Mutation, Syndromic",2.0,0,,12,C1826727
9,PSD3,pleckstrin and Sec7 domain containing 3,,8,"Rare Single Gene Mutation, Genetic Association",2.0,0,,7,C1538736
9,PSMC5,"proteasome 26S subunit, ATPase 5",,17,Rare Single Gene Mutation,3.0,0,,3,C1419025
9,PSMD11,"proteasome 26S subunit, non-ATPase 11",,17,"Rare Single Gene Mutation, Syndromic",1.0,0,,3,C1419029
9,PSMD12,"proteasome 26S subunit, non-ATPase 12",,17,"Rare Single Gene Mutation, Syndromic",1.0,1,6.0,7,C1419030
9,PSMD6,"proteasome 26S subunit, non-ATPase 6",,3,Rare Single Gene Mutation,1.0,0,,3,C1419037
9,PTBP2,polypyrimidine tract binding protein 2,,1,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,8,C1425029
9,PTCHD1,patched domain containing 1,,X,"Rare Single Gene Mutation, Genetic Association, Functional",1.0,0,0.8,24,C1538745
9,PTCHD1-AS,PTCHD1antisense RNA (head to head),,X,"Rare Single Gene Mutation, Genetic Association",2.0,0,13.1,4,C3813430
9,PTDSS1,phosphatidylserine synthase 1,,8,"Rare Single Gene Mutation, Syndromic",3.0,0,,6,C1419056
9,PTEN,phosphatase and tensin homolog (mutated in multiple advanced cancers 1),,10,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,63.15,123,C0694888
9,PTGS2,prostaglandin-endoperoxide synthase 2,,1,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,8,C1367485
9,PTK7,Protein tyrosine kinase 7 (inactive),,6,Rare Single Gene Mutation,1.0,0,,9,C1335276
9,PTPN11,"protein tyrosine phosphatase, non-receptor type 11",,12,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,,33,C1335280
9,PTPN4,protein tyrosine phosphatase non-receptor type 4,,2,"Rare Single Gene Mutation, Syndromic",,1,,5,C1419106
9,PTPRB,"protein tyrosine phosphatase, receptor type B",,12,"Rare Single Gene Mutation, Genetic Association",2.0,0,,7,C1419112
9,PTPRC,"protein tyrosine phosphatase, receptor type, C",,1,"Rare Single Gene Mutation, Genetic Association",2.0,0,,11,C1335285
9,PTPRD,protein tyrosine phosphatase receptor type D,,9,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,14,C1419114
9,PTPRT,"protein tyrosine phosphatase, receptor type, T",,20,"Rare Single Gene Mutation, Functional",2.0,0,,12,C1335289
9,PUF60,poly(U) binding splicing factor 60,,8,"Rare Single Gene Mutation, Syndromic",3.0,1,,5,C1858105
9,PXDN,peroxidasin,,2,"Rare Single Gene Mutation, Syndromic",2.0,0,,9,C1826745
9,PYHIN1,"Pyrin and HIN domain family, member 1",,1,Rare Single Gene Mutation,2.0,0,,4,C1538760
9,QRICH1,glutamine rich 1,,3,"Rare Single Gene Mutation, Syndromic",2.0,0,,15,C1826748
9,RAB11FIP4,RAB11 family interacting protein 4,,17,"Rare Single Gene Mutation, Genetic Association",3.0,0,,3,C1538767
9,RAB11FIP5,RAB11 family interacting protein 5,,2,"Rare Single Gene Mutation, Functional",2.0,0,,6,C1538768
9,RAB2A,"RAB2A, member RAS oncogene family",,8,Rare Single Gene Mutation,2.0,0,,8,C1826755
9,RAB39B,"RAB39B, member RAS oncogene family",,X,"Rare Single Gene Mutation, Syndromic, Functional",2.0,0,,19,C1424331
9,RAB43,"RAB43, member RAS oncogene family",,3,Rare Single Gene Mutation,2.0,0,,2,C1426582
9,RAC1,Rac family small GTPase 1,,7,"Rare Single Gene Mutation, Syndromic, Functional",,1,,11,C1419227
9,RAD21,RAD21cohesin complex component,,8,"Rare Single Gene Mutation, Syndromic",,1,,7,C1419235
9,RAD21L1,RAD21 cohesin complex component like 1,,20,Rare Single Gene Mutation,2.0,0,,3,C1424141
9,RAI1,retinoic acid induced 1,,17,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,1,12.25,41,C1419249
9,RALA,RAS like proto-oncogene A,,7,"Rare Single Gene Mutation, Syndromic",,1,,7,C0812284
9,RALGAPB,Ral GTPase activating protein non-catalytic beta subunit,,20,Rare Single Gene Mutation,1.0,0,,6,C1825680
9,RANBP17,RAN binding protein 17,,5,Rare Single Gene Mutation,2.0,0,,11,C1422638
9,RAP1A,"RAP1A, member of RAS oncogene family",,1,"Rare Single Gene Mutation, Functional",3.0,0,,4,C1335590
9,RAPGEF4,Rap guanine nucleotide exchange factor (GEF) 4,,2,Rare Single Gene Mutation,2.0,0,,18,C1424447
9,RASSF5,Ras association domain family member 5,,1,"Rare Single Gene Mutation, Genetic Association",2.0,0,,4,C1425011
9,RBBP5,"RB binding protein 5, histone lysine methyltransferase complex subunit",,1,"Rare Single Gene Mutation, Functional",2.0,0,,5,C1419290
9,RBFOX1,"RNA binding protein, fox-1 homolog (C. elegans) 1",,16,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,46,C1854634
9,PTPRS,protein tyrosine phosphatase receptor type S,,19,"Rare Single Gene Mutation, Functional",3.0,0,,9,C1419124
9,RBM27,RNA binding motif protein 27,,5,Rare Single Gene Mutation,2.0,0,,5,C1538792
9,REEP3,receptor accessory protein 3,,10,Rare Single Gene Mutation,2.0,0,,3,C1428213
9,RELN,Reelin,,7,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,0,7.2,66,C1419337
9,RERE,Arginine-glutamic acid dipeptide (RE) repeats,,1,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,1,6.5,22,C1419345
9,RFX3,regulatory factor X3,,9,"Rare Single Gene Mutation, Syndromic, Functional",1.0,0,15.95,13,C1419361
9,RFX4,regulatory factor X4,,12,"Rare Single Gene Mutation, Syndromic, Functional",3.0,1,,3,C1419362
9,RFX7,regulatory factor X7,,15,"Rare Single Gene Mutation, Syndromic",3.0,1,,4,C1826811
9,RGS7,regulator of G-protein signaling 7,,1,Rare Single Gene Mutation,2.0,0,,6,C1419377
9,RHEB,"Ras homolog, mTORC1 binding",,7,"Rare Single Gene Mutation, Syndromic, Functional",,1,,3,C1419384
9,RICTOR,RPTOR independent companion of MTOR complex 2,,5,Rare Single Gene Mutation,3.0,0,,4,C1836945
9,RIMS1,Regulating synaptic membrane exocytosis 1,,6,"Rare Single Gene Mutation, Genetic Association, Functional",1.0,0,11.35,13,C1424873
